ordered_match_id,mi_batting,inning,over,ball,total_runs,team_score
12,0,2,17,5,0,108
12,0,2,17,6,1,109
12,0,2,18,1,6,115
12,0,2,18,2,4,119
12,0,2,18,3,1,120
12,0,2,18,4,4,124
12,0,2,18,5,1,125
12,0,2,18,6,1,126
12,0,2,18,7,0,126
12,0,2,18,8,0,126
12,0,2,19,1,1,127
12,0,2,19,2,0,127
12,0,2,19,3,0,127
12,0,2,19,4,0,127
12,0,2,19,5,1,128
12,0,2,19,6,2,130
12,0,2,19,7,6,136
12,0,2,19,8,1,137
12,0,2,20,1,0,137
12,0,2,20,2,0,137
12,0,2,20,3,2,139
12,0,2,20,4,0,139
12,0,2,20,5,0,139
12,0,2,20,6,0,139
13,1,1,1,1,0,0
13,1,1,1,2,0,0
13,1,1,1,3,0,0
13,1,1,1,4,1,1
13,1,1,1,5,1,2
13,1,1,1,6,2,4
13,1,1,2,1,1,5
13,1,1,2,2,0,5
13,1,1,2,3,0,5
13,1,1,2,4,0,5
13,1,1,2,5,0,5
13,1,1,2,6,0,5
13,1,1,2,7,0,5
13,1,1,3,1,0,5
13,1,1,3,2,0,5
13,1,1,3,3,1,6
13,1,1,3,4,1,7
13,1,1,3,5,1,8
13,1,1,3,6,3,11
13,1,1,3,7,0,11
13,1,1,4,1,0,11
13,1,1,4,2,0,11
13,1,1,4,3,0,11
13,1,1,4,4,4,15
13,1,1,4,5,0,15
13,1,1,4,6,0,15
13,1,1,5,1,0,15
13,1,1,5,2,0,15
13,1,1,5,3,1,16
13,1,1,5,4,1,17
13,1,1,5,5,0,17
13,1,1,5,6,0,17
13,1,1,5,7,4,21
13,1,1,6,1,0,21
13,1,1,6,2,4,25
13,1,1,6,3,6,31
13,1,1,6,4,1,32
13,1,1,6,5,0,32
13,1,1,6,6,0,32
13,1,1,7,1,1,33
13,1,1,7,2,6,39
13,1,1,7,3,0,39
13,1,1,7,4,1,40
13,1,1,7,5,0,40
13,1,1,7,6,1,41
13,1,1,8,1,0,41
13,1,1,8,2,0,41
13,1,1,8,3,1,42
13,1,1,8,4,0,42
13,1,1,8,5,1,43
13,1,1,8,6,0,43
13,1,1,9,1,0,43
13,1,1,9,2,0,43
13,1,1,9,3,0,43
13,1,1,9,4,1,44
13,1,1,9,5,1,45
13,1,1,9,6,0,45
13,1,1,10,1,0,45
13,1,1,10,2,1,46
13,1,1,10,3,0,46
13,1,1,10,4,0,46
13,1,1,10,5,1,47
13,1,1,10,6,0,47
13,1,1,11,1,0,47
13,1,1,11,2,2,49
13,1,1,11,3,0,49
13,1,1,11,4,1,50
13,1,1,11,5,1,51
13,1,1,11,6,1,52
13,1,1,12,1,0,52
13,1,1,12,2,4,56
13,1,1,12,3,6,62
13,1,1,12,4,4,66
13,1,1,12,5,0,66
13,1,1,12,6,0,66
13,1,1,13,1,1,67
13,1,1,13,2,0,67
13,1,1,13,3,2,69
13,1,1,13,4,4,73
13,1,1,13,5,1,74
13,1,1,13,6,1,75
13,1,1,14,1,1,76
13,1,1,14,2,0,76
13,1,1,14,3,1,77
13,1,1,14,4,0,77
13,1,1,14,5,1,78
13,1,1,14,6,0,78
13,1,1,15,1,0,78
13,1,1,15,2,0,78
13,1,1,15,3,1,79
13,1,1,15,4,1,80
13,1,1,15,5,1,81
13,1,1,15,6,1,82
13,1,1,16,1,0,82
13,1,1,16,2,6,88
13,1,1,16,3,1,89
13,1,1,16,4,1,90
13,1,1,16,5,0,90
13,1,1,16,6,0,90
13,1,1,17,1,1,91
13,1,1,17,2,1,92
13,1,1,17,3,1,93
13,1,1,17,4,1,94
13,1,1,17,5,4,98
13,1,1,17,6,1,99
13,1,1,18,1,0,99
13,1,1,18,2,6,105
13,1,1,18,3,2,107
13,1,1,18,4,1,108
13,1,1,18,5,0,108
13,1,1,18,6,4,112
13,1,1,19,1,4,116
13,1,1,19,2,0,116
13,1,1,19,3,2,118
13,1,1,19,4,0,118
13,1,1,19,5,1,119
13,1,1,19,6,0,119
13,1,1,19,7,1,120
13,1,1,20,1,4,124
13,1,1,20,2,2,126
13,1,1,20,3,1,127
13,1,1,20,4,6,133
13,1,1,20,5,4,137
13,1,1,20,6,2,139
13,0,2,1,1,0,0
13,0,2,1,2,0,0
13,0,2,1,3,2,2
13,0,2,1,4,4,6
13,0,2,1,5,0,6
13,0,2,1,6,0,6
13,0,2,2,1,0,6
13,0,2,2,2,1,7
13,0,2,2,3,1,8
13,0,2,2,4,1,9
13,0,2,2,5,0,9
13,0,2,2,6,0,9
13,0,2,3,1,0,9
13,0,2,3,2,0,9
13,0,2,3,3,0,9
13,0,2,3,4,0,9
13,0,2,3,5,0,9
13,0,2,3,6,1,10
13,0,2,4,1,0,10
13,0,2,4,2,0,10
13,0,2,4,3,4,14
13,0,2,4,4,4,18
13,0,2,4,5,0,18
13,0,2,4,6,0,18
13,0,2,5,1,1,19
13,0,2,5,2,0,19
13,0,2,5,3,0,19
13,0,2,5,4,0,19
13,0,2,5,5,1,20
13,0,2,5,6,1,21
13,0,2,6,1,0,21
13,0,2,6,2,6,27
13,0,2,6,3,1,28
13,0,2,6,4,1,29
13,0,2,6,5,1,30
13,0,2,6,6,0,30
13,0,2,6,7,2,32
13,0,2,7,1,0,32
13,0,2,7,2,1,33
13,0,2,7,3,1,34
13,0,2,7,4,0,34
13,0,2,7,5,0,34
13,0,2,7,6,0,34
13,0,2,8,1,0,34
13,0,2,8,2,0,34
13,0,2,8,3,0,34
13,0,2,8,4,0,34
13,0,2,8,5,1,35
13,0,2,8,6,1,36
13,0,2,9,1,1,37
13,0,2,9,2,1,38
13,0,2,9,3,1,39
13,0,2,9,4,0,39
13,0,2,9,5,1,40
13,0,2,9,6,0,40
13,0,2,10,1,0,40
13,0,2,10,2,1,41
13,0,2,10,3,1,42
13,0,2,10,4,4,46
13,0,2,10,5,0,46
13,0,2,10,6,2,48
13,0,2,11,1,2,50
13,0,2,11,2,0,50
13,0,2,11,3,2,52
13,0,2,11,4,0,52
13,0,2,11,5,0,52
13,0,2,11,6,0,52
13,0,2,12,1,0,52
13,0,2,12,2,0,52
13,0,2,12,3,0,52
13,0,2,12,4,1,53
13,0,2,12,5,0,53
13,0,2,12,6,1,54
13,0,2,12,7,0,54
13,0,2,13,1,0,54
13,0,2,13,2,0,54
13,0,2,13,3,0,54
13,0,2,13,4,0,54
13,0,2,13,5,1,55
13,0,2,13,6,0,55
13,0,2,14,1,2,57
13,0,2,14,2,4,61
13,0,2,14,3,5,66
13,0,2,14,4,2,68
13,0,2,14,5,1,69
13,0,2,14,6,1,70
13,0,2,14,7,1,71
13,0,2,14,8,4,75
13,0,2,15,1,1,76
13,0,2,15,2,1,77
13,0,2,15,3,0,77
13,0,2,15,4,0,77
13,0,2,15,5,0,77
13,0,2,15,6,1,78
13,0,2,16,1,1,79
13,0,2,16,2,0,79
14,0,1,1,1,4,4
14,0,1,1,2,0,4
14,0,1,1,3,0,4
14,0,1,1,4,0,4
14,0,1,1,5,1,5
14,0,1,1,6,1,6
14,0,1,2,1,0,6
14,0,1,2,2,4,10
14,0,1,2,3,4,14
14,0,1,2,4,0,14
14,0,1,2,5,2,16
14,0,1,2,6,2,18
14,0,1,3,1,4,22
14,0,1,3,2,1,23
14,0,1,3,3,0,23
14,0,1,3,4,3,26
14,0,1,3,5,0,26
14,0,1,3,6,1,27
14,0,1,4,1,1,28
14,0,1,4,2,0,28
14,0,1,4,3,1,29
14,0,1,4,4,0,29
14,0,1,4,5,0,29
14,0,1,4,6,0,29
14,0,1,5,1,1,30
14,0,1,5,2,0,30
14,0,1,5,3,4,34
14,0,1,5,4,4,38
14,0,1,5,5,1,39
14,0,1,5,6,0,39
14,0,1,6,1,1,40
14,0,1,6,2,1,41
14,0,1,6,3,4,45
14,0,1,6,4,0,45
14,0,1,6,5,1,46
14,0,1,6,6,1,47
14,0,1,7,1,1,48
14,0,1,7,2,0,48
14,0,1,7,3,1,49
14,0,1,7,4,1,50
14,0,1,7,5,1,51
14,0,1,7,6,1,52
14,0,1,8,1,0,52
14,0,1,8,2,0,52
14,0,1,8,3,1,53
14,0,1,8,4,1,54
14,0,1,8,5,1,55
14,0,1,8,6,0,55
14,0,1,9,1,1,56
14,0,1,9,2,1,57
14,0,1,9,3,4,61
14,0,1,9,4,0,61
14,0,1,9,5,1,62
14,0,1,9,6,1,63
14,0,1,10,1,1,64
14,0,1,10,2,1,65
14,0,1,10,3,1,66
14,0,1,10,4,1,67
14,0,1,10,5,1,68
14,0,1,10,6,1,69
14,0,1,11,1,2,71
14,0,1,11,2,1,72
14,0,1,11,3,1,73
14,0,1,11,4,4,77
14,0,1,11,5,1,78
14,0,1,11,6,6,84
14,0,1,12,1,1,85
14,0,1,12,2,0,85
14,0,1,12,3,1,86
14,0,1,12,4,1,87
14,0,1,12,5,6,93
14,0,1,12,6,1,94
14,0,1,13,1,2,96
14,0,1,13,2,1,97
14,0,1,13,3,1,98
14,0,1,13,4,2,100
14,0,1,13,5,6,106
14,0,1,13,6,1,107
14,0,1,14,1,0,107
14,0,1,14,2,1,108
14,0,1,14,3,0,108
14,0,1,14,4,1,109
14,0,1,14,5,1,110
14,0,1,14,6,4,114
14,0,1,15,1,1,115
14,0,1,15,2,6,121
14,0,1,15,3,1,122
14,0,1,15,4,1,123
14,0,1,15,5,2,125
14,0,1,15,6,0,125
14,0,1,16,1,4,129
14,0,1,16,2,4,133
14,0,1,16,3,1,134
14,0,1,16,4,1,135
14,0,1,16,5,1,136
14,0,1,16,6,1,137
14,0,1,17,1,1,138
14,0,1,17,2,0,138
14,0,1,17,3,6,144
14,0,1,17,4,4,148
14,0,1,17,5,2,150
14,0,1,17,6,1,151
14,0,1,18,1,2,153
14,0,1,18,2,1,154
14,0,1,18,3,1,155
14,0,1,18,4,1,156
14,0,1,18,5,1,157
14,0,1,18,6,4,161
14,0,1,19,1,1,162
14,0,1,19,2,1,163
14,0,1,19,3,1,164
14,0,1,19,4,4,168
14,0,1,19,5,1,169
14,0,1,19,6,4,173
14,0,1,20,1,6,179
14,0,1,20,2,1,180
14,0,1,20,3,6,186
14,0,1,20,4,1,187
14,0,1,20,5,1,188
14,0,1,20,6,4,192
14,1,2,1,1,0,0
14,1,2,1,2,4,4
14,1,2,1,3,1,5
14,1,2,1,4,4,9
14,1,2,1,5,0,9
14,1,2,1,6,1,10
14,1,2,2,1,0,10
14,1,2,2,2,0,10
14,1,2,2,3,2,12
14,1,2,2,4,0,12
14,1,2,2,5,0,12
14,1,2,2,6,0,12
14,1,2,3,1,1,13
14,1,2,3,2,0,13
14,1,2,3,3,0,13
14,1,2,3,4,0,13
14,1,2,3,5,0,13
14,1,2,3,6,4,17
14,1,2,4,1,1,18
14,1,2,4,2,1,19
14,1,2,4,3,1,20
14,1,2,4,4,4,24
14,1,2,4,5,1,25
14,1,2,4,6,1,26
14,1,2,4,7,1,27
14,1,2,5,1,6,33
14,1,2,5,2,6,39
14,1,2,5,3,1,40
14,1,2,5,4,0,40
14,1,2,5,5,0,40
14,1,2,5,6,0,40
14,1,2,6,1,0,40
14,1,2,6,2,4,44
14,1,2,6,3,2,46
14,1,2,6,4,4,50
14,1,2,6,5,4,54
14,1,2,6,6,2,56
14,1,2,7,1,1,57
14,1,2,7,2,6,63
14,1,2,7,3,2,65
14,1,2,7,4,0,65
14,1,2,7,5,6,71
14,1,2,7,6,1,72
14,1,2,8,1,1,73
14,1,2,8,2,1,74
14,1,2,8,3,2,76
14,1,2,8,4,6,82
14,1,2,8,5,4,86
14,1,2,8,6,0,86
14,1,2,9,1,1,87
14,1,2,9,2,0,87
14,1,2,9,3,1,88
14,1,2,9,4,0,88
14,1,2,9,5,0,88
14,1,2,9,6,1,89
14,1,2,10,1,0,89
14,1,2,10,2,0,89
14,1,2,10,3,0,89
14,1,2,10,4,1,90
14,1,2,10,5,1,91
14,1,2,10,6,1,92
14,1,2,11,1,2,94
14,1,2,11,2,1,95
14,1,2,11,3,0,95
14,1,2,11,4,1,96
14,1,2,11,5,1,97
14,1,2,11,6,1,98
14,1,2,12,1,1,99
14,1,2,12,2,0,99
14,1,2,12,3,1,100
14,1,2,12,4,1,101
14,1,2,12,5,0,101
14,1,2,12,6,0,101
14,1,2,13,1,4,105
14,1,2,13,2,0,105
14,1,2,13,3,1,106
14,1,2,13,4,1,107
14,1,2,13,5,1,108
14,1,2,13,6,1,109
14,1,2,14,1,1,110
14,1,2,14,2,0,110
14,1,2,14,3,0,110
14,1,2,14,4,1,111
14,1,2,14,5,1,112
14,1,2,14,6,1,113
14,1,2,15,1,6,119
14,1,2,15,2,6,125
14,1,2,15,3,1,126
14,1,2,15,4,1,127
14,1,2,15,5,0,127
14,1,2,15,6,0,127
14,1,2,16,1,0,127
14,1,2,16,2,1,128
14,1,2,16,3,0,128
14,1,2,16,4,0,128
14,1,2,16,5,0,128
14,1,2,16,6,1,129
14,1,2,17,1,0,129
14,1,2,17,2,1,130
14,1,2,17,3,2,132
14,1,2,17,4,1,133
14,1,2,17,5,1,134
14,1,2,17,6,2,136
14,1,2,17,7,1,137
14,1,2,18,1,1,138
14,1,2,18,2,1,139
14,1,2,18,3,0,139
14,1,2,18,4,1,140
14,1,2,18,5,0,140
14,1,2,18,6,0,140
14,1,2,19,1,4,144
14,1,2,19,2,0,144
14,1,2,19,3,0,144
14,1,2,19,4,0,144
15,1,1,1,1,0,0
15,1,1,1,2,0,0
15,1,1,1,3,4,4
15,1,1,1,4,0,4
15,1,1,1,5,0,4
15,1,1,1,6,4,8
15,1,1,2,1,0,8
15,1,1,2,2,0,8
15,1,1,2,3,1,9
15,1,1,2,4,0,9
15,1,1,2,5,0,9
15,1,1,2,6,2,11
15,1,1,3,1,1,12
15,1,1,3,2,0,12
15,1,1,3,3,0,12
15,1,1,3,4,0,12
15,1,1,3,5,0,12
15,1,1,3,6,4,16
15,1,1,4,1,0,16
15,1,1,4,2,0,16
15,1,1,4,3,1,17
15,1,1,4,4,1,18
15,1,1,4,5,0,18
15,1,1,4,6,0,18
15,1,1,5,1,4,22
15,1,1,5,2,0,22
15,1,1,5,3,0,22
15,1,1,5,4,1,23
15,1,1,5,5,1,24
15,1,1,5,6,1,25
15,1,1,6,1,0,25
15,1,1,6,2,1,26
15,1,1,6,3,4,30
15,1,1,6,4,0,30
15,1,1,6,5,4,34
15,1,1,6,6,0,34
15,1,1,7,1,1,35
15,1,1,7,2,0,35
15,1,1,7,3,4,39
15,1,1,7,4,0,39
15,1,1,7,5,1,40
15,1,1,7,6,0,40
15,1,1,8,1,2,42
15,1,1,8,2,0,42
15,1,1,8,3,1,43
15,1,1,8,4,0,43
15,1,1,8,5,0,43
15,1,1,8,6,2,45
15,1,1,9,1,1,46
15,1,1,9,2,1,47
15,1,1,9,3,1,48
15,1,1,9,4,1,49
15,1,1,9,5,0,49
15,1,1,9,6,1,50
15,1,1,10,1,0,50
15,1,1,10,2,1,51
15,1,1,10,3,1,52
15,1,1,10,4,0,52
15,1,1,10,5,4,56
15,1,1,10,6,1,57
15,1,1,10,7,1,58
15,1,1,11,1,1,59
15,1,1,11,2,1,60
15,1,1,11,3,0,60
15,1,1,11,4,4,64
15,1,1,11,5,1,65
15,1,1,11,6,0,65
15,1,1,12,1,1,66
15,1,1,12,2,4,70
15,1,1,12,3,1,71
15,1,1,12,4,1,72
15,1,1,12,5,1,73
15,1,1,12,6,1,74
15,1,1,13,1,1,75
15,1,1,13,2,1,76
15,1,1,13,3,1,77
15,1,1,13,4,1,78
15,1,1,13,5,0,78
15,1,1,13,6,0,78
15,1,1,13,7,6,84
15,1,1,14,1,1,85
15,1,1,14,2,2,87
15,1,1,14,3,0,87
15,1,1,14,4,1,88
15,1,1,14,5,1,89
15,1,1,14,6,1,90
15,1,1,15,1,4,94
15,1,1,15,2,0,94
15,1,1,15,3,4,98
15,1,1,15,4,1,99
15,1,1,15,5,0,99
15,1,1,15,6,1,100
15,1,1,16,1,0,100
15,1,1,16,2,1,101
15,1,1,16,3,4,105
15,1,1,16,4,0,105
15,1,1,16,5,0,105
15,1,1,16,6,1,106
15,1,1,17,1,0,106
15,1,1,17,2,1,107
15,1,1,17,3,0,107
15,1,1,17,4,1,108
15,1,1,17,5,4,112
15,1,1,17,6,0,112
15,1,1,18,1,1,113
15,1,1,18,2,4,117
15,1,1,18,3,0,117
15,1,1,18,4,4,121
15,1,1,18,5,4,125
15,1,1,18,6,0,125
15,1,1,18,7,4,129
15,1,1,19,1,1,130
15,1,1,19,2,1,131
15,1,1,19,3,0,131
15,1,1,19,4,2,133
15,1,1,19,5,1,134
15,1,1,19,6,1,135
15,1,1,20,1,0,135
15,1,1,20,2,0,135
15,1,1,20,3,0,135
15,1,1,20,4,1,136
15,1,1,20,5,6,142
15,1,1,20,6,6,148
15,0,2,1,1,1,1
15,0,2,1,2,0,1
15,0,2,1,3,1,2
15,0,2,1,4,0,2
15,0,2,1,5,0,2
15,0,2,1,6,0,2
15,0,2,2,1,0,2
15,0,2,2,2,1,3
15,0,2,2,3,0,3
15,0,2,2,4,0,3
15,0,2,2,5,0,3
15,0,2,2,6,1,4
15,0,2,2,7,1,5
15,0,2,3,1,1,6
15,0,2,3,2,0,6
15,0,2,3,3,1,7
15,0,2,3,4,1,8
15,0,2,3,5,0,8
15,0,2,3,6,4,12
15,0,2,3,7,0,12
15,0,2,4,1,0,12
15,0,2,4,2,2,14
15,0,2,4,3,4,18
15,0,2,4,4,0,18
15,0,2,4,5,0,18
15,0,2,4,6,4,22
15,0,2,5,1,4,26
15,0,2,5,2,1,27
15,0,2,5,3,1,28
15,0,2,5,4,0,28
15,0,2,5,5,1,29
15,0,2,5,6,0,29
15,0,2,6,1,4,33
15,0,2,6,2,0,33
15,0,2,6,3,1,34
15,0,2,6,4,1,35
15,0,2,6,5,0,35
15,0,2,6,6,0,35
15,0,2,7,1,0,35
15,0,2,7,2,1,36
15,0,2,7,3,0,36
15,0,2,7,4,0,36
15,0,2,7,5,2,38
15,0,2,7,6,0,38
15,0,2,8,1,1,39
15,0,2,8,2,0,39
15,0,2,8,3,0,39
15,0,2,8,4,1,40
15,0,2,8,5,1,41
15,0,2,8,6,0,41
15,0,2,9,1,0,41
15,0,2,9,2,1,42
15,0,2,9,3,0,42
15,0,2,9,4,6,48
15,0,2,9,5,2,50
15,0,2,9,6,0,50
15,0,2,10,1,0,50
15,0,2,10,2,1,51
15,0,2,10,3,1,52
15,0,2,10,4,1,53
15,0,2,10,5,0,53
15,0,2,10,6,1,54
15,0,2,10,7,0,54
15,0,2,11,1,0,54
15,0,2,11,2,2,56
15,0,2,11,3,0,56
15,0,2,11,4,1,57
15,0,2,11,5,0,57
15,0,2,11,6,0,57
15,0,2,12,1,0,57
15,0,2,12,2,1,58
15,0,2,12,3,0,58
15,0,2,12,4,0,58
15,0,2,12,5,0,58
15,0,2,12,6,1,59
15,0,2,13,1,1,60
15,0,2,13,2,6,66
15,0,2,13,3,0,66
15,0,2,13,4,1,67
15,0,2,13,5,0,67
15,0,2,13,6,0,67
15,0,2,14,1,4,71
15,0,2,14,2,0,71
15,0,2,14,3,0,71
15,0,2,14,4,1,72
15,0,2,14,5,1,73
15,0,2,14,6,0,73
15,0,2,15,1,1,74
15,0,2,15,2,6,80
15,0,2,15,3,0,80
15,0,2,15,4,2,82
15,0,2,15,5,1,83
15,0,2,15,6,0,83
15,0,2,16,1,1,84
15,0,2,16,2,1,85
15,0,2,16,3,0,85
15,0,2,16,4,6,91
15,0,2,16,5,1,92
15,0,2,16,6,1,93
15,0,2,17,1,0,93
15,0,2,17,2,1,94
15,0,2,17,3,1,95
15,0,2,17,4,1,96
15,0,2,17,5,0,96
15,0,2,17,6,1,97
15,0,2,17,7,0,97
15,0,2,18,1,1,98
15,0,2,18,2,1,99
15,0,2,18,3,0,99
15,0,2,18,4,0,99
15,0,2,18,5,0,99
15,0,2,18,6,0,99
15,0,2,19,1,4,103
15,0,2,19,2,0,103
15,0,2,19,3,1,104
15,0,2,19,4,0,104
15,0,2,19,5,2,106
15,0,2,19,6,0,106
15,0,2,19,7,1,107
15,0,2,20,1,1,108
15,0,2,20,2,0,108
15,0,2,20,3,6,114
15,0,2,20,4,6,120
15,0,2,20,5,0,120
15,0,2,20,6,0,120
15,0,2,20,7,1,121
15,0,2,20,8,4,125
16,1,1,1,1,0,0
16,1,1,1,2,1,1
16,1,1,1,3,1,2
16,1,1,1,4,0,2
16,1,1,1,5,0,2
16,1,1,1,6,0,2
16,1,1,2,1,4,6
16,1,1,2,2,0,6
16,1,1,2,3,4,10
16,1,1,2,4,1,11
16,1,1,2,5,0,11
16,1,1,2,6,0,11
16,1,1,3,1,0,11
16,1,1,3,2,4,15
16,1,1,3,3,4,19
16,1,1,3,4,0,19
16,1,1,3,5,1,20
16,1,1,3,6,0,20
16,1,1,4,1,0,20
16,1,1,4,2,1,21
16,1,1,4,3,1,22
16,1,1,4,4,2,24
16,1,1,4,5,0,24
16,1,1,4,6,1,25
16,1,1,5,1,0,25
16,1,1,5,2,0,25
16,1,1,5,3,0,25
16,1,1,5,4,0,25
16,1,1,5,5,0,25
16,1,1,5,6,1,26
16,1,1,6,1,0,26
16,1,1,6,2,1,27
16,1,1,6,3,4,31
16,1,1,6,4,0,31
16,1,1,6,5,0,31
16,1,1,6,6,0,31
16,1,1,7,1,0,31
16,1,1,7,2,0,31
16,1,1,7,3,0,31
16,1,1,7,4,0,31
16,1,1,7,5,2,33
16,1,1,7,6,4,37
16,1,1,8,1,0,37
16,1,1,8,2,1,38
16,1,1,8,3,1,39
16,1,1,8,4,0,39
16,1,1,8,5,4,43
16,1,1,8,6,1,44
16,1,1,9,1,0,44
16,1,1,9,2,1,45
16,1,1,9,3,1,46
16,1,1,9,4,0,46
16,1,1,9,5,1,47
16,1,1,9,6,0,47
16,1,1,10,1,1,48
16,1,1,10,2,0,48
16,1,1,10,3,1,49
16,1,1,10,4,1,50
16,1,1,10,5,1,51
16,1,1,10,6,6,57
16,1,1,11,1,6,63
16,1,1,11,2,1,64
16,1,1,11,3,1,65
16,1,1,11,4,1,66
16,1,1,11,5,2,68
16,1,1,11,6,1,69
16,1,1,12,1,1,70
16,1,1,12,2,0,70
16,1,1,12,3,1,71
16,1,1,12,4,1,72
16,1,1,12,5,0,72
16,1,1,12,6,1,73
16,1,1,13,1,1,74
16,1,1,13,2,1,75
16,1,1,13,3,4,79
16,1,1,13,4,6,85
16,1,1,13,5,1,86
16,1,1,13,6,2,88
16,1,1,14,1,2,90
16,1,1,14,2,0,90
16,1,1,14,3,1,91
16,1,1,14,4,1,92
16,1,1,14,5,1,93
16,1,1,14,6,1,94
16,1,1,15,1,2,96
16,1,1,15,2,4,100
16,1,1,15,3,1,101
16,1,1,15,4,2,103
16,1,1,15,5,4,107
16,1,1,15,6,1,108
16,1,1,16,1,1,109
16,1,1,16,2,0,109
16,1,1,16,3,1,110
16,1,1,16,4,1,111
16,1,1,16,5,1,112
16,1,1,16,6,1,113
16,1,1,17,1,0,113
16,1,1,17,2,1,114
16,1,1,17,3,1,115
16,1,1,17,4,4,119
16,1,1,17,5,1,120
16,1,1,17,6,0,120
16,1,1,18,1,1,121
16,1,1,18,2,1,122
16,1,1,18,3,1,123
16,1,1,18,4,0,123
16,1,1,18,5,1,124
16,1,1,18,6,1,125
16,1,1,19,1,0,125
16,1,1,19,2,1,126
16,1,1,19,3,1,127
16,1,1,19,4,0,127
16,1,1,19,5,0,127
16,1,1,19,6,0,127
16,1,1,20,1,4,131
16,1,1,20,2,1,132
16,1,1,20,3,1,133
16,1,1,20,4,1,134
16,1,1,20,5,6,140
16,1,1,20,6,1,141
16,0,2,1,1,0,0
16,0,2,1,2,0,0
16,0,2,1,3,0,0
16,0,2,1,4,0,0
16,0,2,1,5,0,0
16,0,2,1,6,0,0
16,0,2,2,1,0,0
16,0,2,2,2,1,1
16,0,2,2,3,0,1
16,0,2,2,4,0,1
16,0,2,2,5,0,1
16,0,2,2,6,1,2
16,0,2,3,1,6,8
16,0,2,3,2,0,8
16,0,2,3,3,0,8
16,0,2,3,4,6,14
16,0,2,3,5,0,14
16,0,2,3,6,1,15
16,0,2,4,1,6,21
16,0,2,4,2,1,22
16,0,2,4,3,0,22
16,0,2,4,4,2,24
16,0,2,4,5,4,28
16,0,2,4,6,4,32
16,0,2,5,1,1,33
16,0,2,5,2,1,34
16,0,2,5,3,1,35
16,0,2,5,4,1,36
16,0,2,5,5,0,36
16,0,2,5,6,0,36
16,0,2,5,7,1,37
16,0,2,6,1,4,41
16,0,2,6,2,0,41
16,0,2,6,3,0,41
16,0,2,6,4,4,45
16,0,2,6,5,2,47
16,0,2,6,6,4,51
16,0,2,7,1,6,57
16,0,2,7,2,0,57
16,0,2,7,3,1,58
16,0,2,7,4,1,59
16,0,2,7,5,1,60
16,0,2,7,6,0,60
16,0,2,8,1,0,60
16,0,2,8,2,1,61
16,0,2,8,3,0,61
16,0,2,8,4,0,61
16,0,2,8,5,0,61
16,0,2,8,6,1,62
16,0,2,9,1,0,62
16,0,2,9,2,0,62
16,0,2,9,3,1,63
16,0,2,9,4,0,63
16,0,2,9,5,1,64
16,0,2,9,6,1,65
16,0,2,10,1,1,66
16,0,2,10,2,2,68
16,0,2,10,3,1,69
16,0,2,10,4,6,75
16,0,2,10,5,0,75
16,0,2,10,6,0,75
16,0,2,10,7,1,76
16,0,2,11,1,0,76
16,0,2,11,2,0,76
16,0,2,11,3,0,76
16,0,2,11,4,0,76
16,0,2,11,5,1,77
16,0,2,11,6,1,78
16,0,2,12,1,0,78
16,0,2,12,2,0,78
16,0,2,12,3,0,78
16,0,2,12,4,1,79
16,0,2,12,5,4,83
16,0,2,12,6,2,85
16,0,2,13,1,1,86
16,0,2,13,2,4,90
16,0,2,13,3,1,91
16,0,2,13,4,1,92
16,0,2,13,5,1,93
16,0,2,13,6,2,95
16,0,2,14,1,0,95
16,0,2,14,2,6,101
16,0,2,14,3,0,101
16,0,2,14,4,1,102
16,0,2,14,5,0,102
16,0,2,14,6,2,104
16,0,2,15,1,1,105
16,0,2,15,2,0,105
16,0,2,15,3,0,105
16,0,2,15,4,1,106
16,0,2,15,5,0,106
16,0,2,15,6,1,107
16,0,2,16,1,1,108
16,0,2,16,2,2,110
16,0,2,16,3,2,112
16,0,2,16,4,1,113
16,0,2,16,5,1,114
16,0,2,16,6,0,114
16,0,2,17,1,1,115
16,0,2,17,2,0,115
16,0,2,17,3,2,117
16,0,2,17,4,1,118
16,0,2,17,5,1,119
16,0,2,17,6,1,120
16,0,2,18,1,0,120
16,0,2,18,2,1,121
16,0,2,18,3,6,127
16,0,2,18,4,1,128
16,0,2,18,5,4,132
16,0,2,18,6,0,132
16,0,2,18,7,1,133
16,0,2,19,1,1,134
16,0,2,19,2,4,138
16,0,2,19,3,1,139
16,0,2,19,4,1,140
16,0,2,19,5,1,141
16,0,2,19,6,1,142
17,1,1,1,1,1,1
17,1,1,1,2,0,1
17,1,1,1,3,1,2
17,1,1,1,4,0,2
17,1,1,1,5,0,2
17,1,1,1,6,1,3
17,1,1,1,7,1,4
17,1,1,2,1,0,4
17,1,1,2,2,0,4
17,1,1,2,3,0,4
17,1,1,2,4,4,8
17,1,1,2,5,0,8
17,1,1,2,6,0,8
17,1,1,3,1,4,12
17,1,1,3,2,0,12
17,1,1,3,3,4,16
17,1,1,3,4,0,16
17,1,1,3,5,0,16
17,1,1,3,6,0,16
17,1,1,4,1,1,17
17,1,1,4,2,1,18
17,1,1,4,3,0,18
17,1,1,4,4,0,18
17,1,1,4,5,0,18
17,1,1,4,6,0,18
17,1,1,4,7,0,18
17,1,1,5,1,0,18
17,1,1,5,2,6,24
17,1,1,5,3,0,24
17,1,1,5,4,6,30
17,1,1,5,5,1,31
17,1,1,5,6,1,32
